NM_MUNICIPIO_PROPRIEDADE;SG_UF_PROPRIEDADE;NM_CULTURA_GLOBAL;NR_AREA_TOTAL;NR_PRODUTIVIDADE_ESTIMADA;NR_PRODUTIVIDADE_SEGURADA;NivelDeCobertura;VL_LIMITE_GARANTIA;VL_PREMIO_LIQUIDO;PE_TAXA;VL_SUBVENCAO_FEDERAL;ANO_APOLICE;CD_GEOCMU;VALOR_INDENIZAÇÃO;EVENTO_PREPONDERANTE
Realeza;PR;Milho 1ª safra;18;5939;3860,35;0,65;26013,01;1147,96;0,0441;573,98;2008;4121406;3176,99; SECA
Verê;PR;Milho 1ª safra;46;6545;3599,75;0,55;74611,88;2205,91;0,0296;1102,96;2008;4128609;21055,77; SECA
Pato Branco;PR;Milho 1ª safra;73;7646;3823;0,50;131765;3537,6;0,0268;1768,8;2008;4118501;44779,86; SECA
Ubiratã;PR;Soja;56;2966;2076,2;0,70;54906,26;3007,9;0,0548;1503,95;2008;4128005;14223,08; SECA
Doutor Camargo;PR;Soja;36;3000;2100;0,70;34637,46;2018;0,0583;1009;2008;4107306;23778,46; SECA
Foz do Iguaçu;PR;Soja;19;2750;1925;0,70;18392;7020,31;0,3817;3510,16;2008;4108304;80351,51; SECA
Foz do Iguaçu;PR;Soja;63;5375;3762,5;0,70;120991,12;7162,51;0,0592;3581,26;2008;4108304;85953,58; SECA
Foz do Iguaçu;PR;Milho 2ª safra;117;3109;1709,95;0,55;96324,94;15621,39;0,1622;9372,83;2008;4108304;38946,27; GEADA
São Miguel do Iguaçu;PR;Soja;14;2950;1770;0,60;15938,46;866,22;0,0543;433,11;2008;4125704;9654,26; SECA
São Jorge do Ivaí;PR;Soja;31;2650;1590;0,60;33999,51;2819,74;0,0829;1409,87;2008;4125308;19810,72; SECA
São Jorge do Ivaí;PR;Soja;113;2650;1590;0,60;114949,09;9533,27;0,0829;4766,64;2008;4125308;70895,61; SECA
Ourizona;PR;Soja;9;2796;1677,6;0,60;9662,36;571,34;0,0591;285,67;2008;4117404;7416,10; SECA
São Borja;RS;Milho 1ª safra;30;2469;1234,5;0,50;34200;2382,84;0,0697;1191,42;2008;4318002;31501,62; SECA
Medianeira;PR;Soja;14;3150;2205;0,70;13039,18;736,99;0,0565;368,5;2008;4115804;4831,30; SECA
Medianeira;PR;Soja;60;3150;2205;0,70;56022,36;3166,48;0,0565;1583,24;2008;4115804;18376,19; SECA
Matelândia;PR;Soja;22;2860;2002;0,70;23113,2;1306,39;0,0565;653,2;2008;4115606;13069,00; SECA
Ubiratã;PR;Soja;73;2900;1740;0,60;77857,06;4486,5;0,0576;2243,25;2008;4128005;46395,43; SECA
Mafra;SC;Milho 1ª safra;36;6565;3282,5;0,50;65276,28;4697,05;0,0720;2348,53;2008;4210100;25603,42; SECA
Assis Chateaubriand;PR;Soja;65;2706;1894,2;0,70;65483,45;3701,23;0,0565;1850,62;2008;4102000;29140,08; SECA
Mariópolis;PR;Milho 1ª safra;24;7878;5120,7;0,65;38986,87;1720,5;0,0441;860,25;2008;4115309;29764,87; SECA
Cornélio Procópio;PR;Milho 1ª safra;125;5414;3519,1;0,65;164705,66;5890,01;0,0358;2945,01;2008;4106407;36138,47; SECA
Barbosa Ferraz;PR;Soja;24;2886;2020,2;0,70;20723,04;1207,34;0,0583;603,67;2008;4102505;12588,51; SECA
Quatro Pontes;PR;Soja;36;2130;1491;0,70;35894,29;1200,56;0,0334;600,28;2008;4120853;2884,06; SECA
Arapongas;PR;Milho 1ª safra;96;7148;5003,6;0,70;132077,06;6704,34;0,0508;3352,17;2008;4101507;57571,25; SECA
Godoy Moreira;PR;Milho 1ª safra;50;4627;2313,5;0,50;61095;3698,9;0,0605;1849,45;2008;4108551;15762,32; SECA
São João do Ivaí;PR;Milho 1ª safra;15;6200;3100;0,50;18328,5;517,98;0,0283;258,99;2008;4125001;7768,92; SECA
Assis Chateaubriand;PR;Soja;20;2706;1894,2;0,70;17600,1;994,78;0,0565;497,39;2008;4102000;7515,69; SECA
Céu Azul;PR;Soja;181;3000;1500;0,50;200831,02;5271,89;0,0263;2635,95;2008;4105300;15966,89; SECA
Céu Azul;PR;Soja;60;7148;5003,6;0,70;79857;1684,25;0,0211;842,13;2008;4105300;18876,71; SECA
Toledo;PR;Soja;74;3054;2137,8;0,70;80417,05;4545,31;0,0565;2272,66;2008;4127700;46966,33; SECA
Palotina;PR;Soja;100;4961;2480,5;0,50;183371,25;826,31;0,0045;413,16;2008;4117909;6271,72; SECA
Chopinzinho;PR;Milho 1ª safra;17;5195;3376,75;0,65;26455,14;1167,47;0,0441;583,74;2008;4105409;14805,20; SECA
Kaloré;PR;Soja;41;2490;1494;0,60;43870,82;7215,85;0,1645;3607,93;2008;4113106;8166,67; SECA
Medianeira;PR;Soja;31;3150;2205;0,70;32385,21;1830,46;0,0565;915,23;2008;4115804;10897,78; SECA
Santa Mariana;PR;Milho 1ª safra;67;4929;2957,4;0,60;90429,79;5258,68;0,0582;2629,34;2008;4123907;55935,89; SECA
Sambaíba;MA;Soja;10;5700;2850;0,50;16217,45;8623,46;0,5317;4311,73;2008;2109700;77134,64; CHUVA EXCESSIVA
Palmeira;PR;Milho 1ª safra;12;6183;3091,5;0,50;22074,28;592,65;0,0268;296,33;2008;4117701;1538,74; SECA
Santa Helena;PR;Soja;42;2690;1883;0,70;44279,23;2902,21;0,0655;1451,11;2008;4123501;29589,73; SECA
Brasilândia do Sul;PR;Soja;108;3014;1959,1;0,65;99983,95;4999,19;0,0500;2499,6;2008;4103370;83396,79; SECA
Jesuítas;PR;Soja;39;2688;1881,6;0,70;38954,6;2443,13;0,0627;1221,57;2008;4112751;26035,92; SECA
Assis Chateaubriand;PR;Soja;83;2706;1894,2;0,70;92504,9;5228,53;0,0565;2614,27;2008;4102000;34471,79; SECA
Indianópolis;PR;Soja;16;3054;2137,8;0,70;16112;7216,36;0,4479;3608,18;2008;4110409;17785,52; SECA
Ourizona;PR;Soja;20;2796;1677,6;0,60;17228,7;1018,74;0,0591;509,37;2008;4117404;11923,77; SECA
Campo Bonito;PR;Soja;44;3050;2135;0,70;46714,36;2335,71;0,0500;1167,86;2008;4104055;8765,95; SECA
Clevelândia;PR;Milho 1ª safra;12;7306;4748,9;0,65;19907,76;878,53;0,0441;439,27;2008;4105706;11586,48; SECA
Quarto Centenário;PR;Soja;125;2250;1125;0,50;207588,75;2530,1;0,0122;1265,05;2008;4120655;13955,68; SECA
Itambé;PR;Trigo;79;1838;1102,8;0,60;69701,81;9061,23;0,1300;5436,74;2008;4111100;27038,84; GEADA
Itambé;PR;Soja;140;2766;1659,6;0,60;151847,74;9407,95;0,0620;4703,98;2008;4111100;71970,77; SECA
Itambé;PR;Milho 1ª safra;72;5840;3504;0,60;98672,84;5459,18;0,0553;2729,59;2008;4111100;28216,38; SECA
Lagoa Vermelha;RS;Soja;75;2139;1176,45;0,55;44857,5;3422,82;0,0763;1711,41;2008;4311304;2990,50; INCÊNDIO
Mandaguaçu;PR;Soja;44;2552;1786,4;0,70;40342,72;2727,51;0,0676;1363,76;2008;4114104;9810,91; SECA
Atalaia;PR;Soja;38;2283;1369,8;0,60;36100;2554,46;0,0708;1277,23;2008;4102208;26099,56; SECA
Diamantino;MT;Soja;312;2980;1490;0,50;340598,73;8514,96;0,0250;4257,48;2008;5103502;222743,89; CHUVA EXCESSIVA
Fênix;PR;Soja;77;2866;2006,2;0,70;65532,62;3817,98;0,0583;1908,99;2008;4107702;38936,99; SECA
Fênix;PR;Soja;24;2866;2006,2;0,70;21747,43;1267,02;0,0583;633,51;2008;4107702;14961,47; SECA
Ubiratã;PR;Soja;43;2400;1320;0,55;45338,77;1669,56;0,0368;834,78;2008;4128005;12283,65; SECA
Ubiratã;PR;Soja;24;3102;2171,4;0,70;20511;1842,49;0,0898;921,25;2008;4128005;5521,72; SECA
Juranda;PR;Soja;95;2400;1440;0,60;100167,05;921,24;0,0092;460,62;2008;4112959;7520,45; SECA
Rebouças;PR;Milho 1ª safra;43;5700;3135;0,55;78068,9;2469,35;0,0316;1234,68;2008;4121505;4965,04; SECA
Tacuru;MS;Soja;235;1950;1072,5;0,55;237115;13634,11;0,0575;6817,06;2008;5007950;114753,83; SECA
Tacuru;MS;Soja;120;1950;1072,5;0,55;121080;6962,1;0,0575;3481,05;2008;5007950;53860,37; SECA
Renascença;PR;Milho 1ª safra;83;7797;3898,5;0,50;146910;3944,21;0,0268;1972,11;2008;4121604;43166,71; SECA
Quatro Pontes;PR;Soja;12;3003;2102,1;0,70;13239,9;748,34;0,0565;374,17;2008;4120853;6103,77; SECA
Tupanciretã;RS;Milho 1ª safra;220;3297;1648,5;0,50;204927,23;13409,36;0,0654;6704,68;2008;4322202;3542,84; SECA
Marechal Cândido Rondon;PR;Soja;41;2631;1841,7;0,70;42354,91;2393,97;0,0565;1196,99;2008;4114609;25387,95; GRANIZO
Marechal Cândido Rondon;PR;Milho 1ª safra;19;6960;4176;0,60;25328,53;823,17;0,0325;411,59;2008;4114609;7132,74; SECA
Lapa;PR;Soja;170;2750;1925;0,70;170902,19;8545,1;0,0500;4272,55;2008;4113205;27239,71; SECA
Londrina;PR;Milho 1ª safra;150;6384;4468,8;0,70;187422;8800,68;0,0470;4400,34;2008;4113700;91882,41; SECA
Mafra;SC;Milho 1ª safra;92;6565;3282,5;0,50;166817,16;12003,58;0,0720;6001,79;2008;4210100;32623,35; SECA
Ponta Grossa;PR;Milho 1ª safra;77;7854;4319,7;0,55;144234,86;4562,21;0,0316;2281,11;2008;4119905;42354,66; SECA
Cambé;PR;Soja;80;2765;1935,5;0,70;71208;4148,64;0,0583;2074,32;2008;4103701;50237,42; SECA
Palmeira;PR;Milho 1ª safra;29;6183;3091,5;0,50;54163,88;1454,18;0,0268;727,09;2008;4117701;11640,40; SECA
Capão Bonito do Sul;RS;Milho 1ª safra;35;3600;1800;0,50;50968,75;4077,5;0,0800;2038,75;2008;4304622;14412,83; SECA
Palotina;PR;Soja;53;2819;1973,3;0,70;49263,73;3234,27;0,0657;1617,14;2008;4117909;20179,11; SECA
Santa Terezinha de Itaipu;PR;Soja;267;2420;1331;0,55;288157,08;1438,38;0,0050;719,19;2008;4124053;13143,31; SECA
Itaporã;MS;Soja;58;2613;1567,8;0,60;58161,24;3331,62;0,0573;1665,81;2008;5004502;15017,80; SECA
Marechal Cândido Rondon;PR;Soja;61;2631;1841,7;0,70;60594,96;3424,93;0,0565;1712,47;2008;4114609;24199,15; SECA
Serranópolis do Iguaçu;PR;Soja;40;3159;2211,3;0,70;37254,93;2105,71;0,0565;1052,86;2008;4126355;18223,81; SECA
Guaíra;PR;Soja;22;2520;1512;0,60;21690,92;1869,66;0,0862;934,83;2008;4108809;9941,66; SECA
Guaíra;PR;Soja;97;2520;1512;0,60;96042,46;8278,44;0,0862;4139,22;2008;4108809;5832,50; SECA
Santa Terezinha de Itaipu;PR;Soja;315;2850;1995;0,70;377952,75;3170,01;0,0084;1585,01;2008;4124053;21780,72; SECA
Maripá;PR;Soja;40;6030;3015;0,50;98656,83;1717,74;0,0174;858,87;2008;4115358;21090,68; SECA
Palotina;PR;Soja;29;2819;1973,3;0,70;28959,31;1901,24;0,0657;950,62;2008;4117909;18055,23; SECA
Palotina;PR;Soja;41;2819;1973,3;0,70;45416,89;2981,71;0,0657;1490,86;2008;4117909;14345,57; SECA
São João;PR;Soja;18;2690;1479,5;0,55;12967,48;642,73;0,0496;321,37;2008;4124806;7485,70; SECA
Verê;PR;Soja;24;2810;1405;0,50;19343,39;626,55;0,0324;313,28;2008;4128609;1337,78; SECA
Vera Cruz do Oeste;PR;Milho 1ª safra;9;7600;5320;0,70;13210,8;601,66;0,0455;300,83;2008;4128559;10243,96; SECA
Três Barras do Paraná;PR;Soja;77;2400;1200;0,50;98080,99;1024,84;0,0104;512,42;2008;4127858;6345,50; SECA
Anahy;PR;Soja;12;7217;4691,05;0,65;14446,09;2743,31;0,1899;1371,66;2008;4101051;17998,63; SECA
Renascença;PR;Milho 1ª safra;37;7797;5068,05;0,65;51800;2285,95;0,0441;1142,98;2008;4121604;33371,73; SECA
Candói;PR;Soja;65;2818;1972,6;0,70;52923,7;2899,29;0,0548;1449,65;2008;4104428;32374,82; GRANIZO
Quinta do Sol;PR;Soja;38;2876;2013,2;0,70;33242,94;1936,76;0,0583;968,38;2008;4121109;17331,63; SECA
Quinta do Sol;PR;Soja;20;4033;2419,8;0,60;32182;1091,77;0,0339;545,89;2008;4121109;14550,60; SECA
Tuneiras do Oeste;PR;Soja;254;2500;1750;0,70;303378,65;21797,09;0,0718;10898,55;2008;4127908;146039,04; SECA
Peabiru;PR;Soja;55;3039;2127,3;0,70;58295,88;3396,36;0,0583;1698,18;2008;4118808;24041,11; SECA
Peabiru;PR;Milho 1ª safra;41;6640;3984;0,60;147426;1892,92;0,0128;946,46;2008;4118808;21695,14; SECA
Kaloré;PR;Soja;124;2842;1847,3;0,65;125711,43;6285,57;0,0500;3142,79;2008;4113106;66882,82; SECA
Japurá;PR;Soja;16;2780;1668;0,60;16800,05;1062,78;0,0633;531,39;2008;4112405;13559,25; SECA
Japurá;PR;Soja;27;2780;1668;0,60;28350;1793,44;0,0633;896,72;2008;4112405;12771,44; SECA
Assis Chateaubriand;PR;Soja;23;2706;1894,2;0,70;23028,57;1301,61;0,0565;650,81;2008;4102000;9473,03; SECA
Mamborê;PR;Soja;116;2732;1912,4;0,70;102974,1;5999,36;0,0583;2999,68;2008;4114005;20991,13; GRANIZO
Munhoz de Melo;PR;Milho 1ª safra;22;4360;2616;0,60;29110,95;946,1;0,0325;473,05;2008;4116307;24074,66; GRANIZO
Munhoz de Melo;PR;Soja;135;2277;1593,9;0,70;139055,39;9764,1;0,0702;4882,05;2008;4116307;41094,27; GRANIZO
Teixeira Soares;PR;Milho 1ª safra;48;5800;4060;0,70;82900,8;4208,11;0,0508;2104,06;2008;4127007;46171,96; SECA
Mariópolis;PR;Milho 1ª safra;21;7878;5120,7;0,65;36149,56;1595,29;0,0441;797,65;2008;4115309;19178,45; SECA
Clevelândia;PR;Milho 1ª safra;10;7306;4748,9;0,65;17412,4;768,41;0,0441;384,21;2008;4105706;6500,53; SECA
Alvorada do Sul;PR;Soja;20;2540;1778;0,70;21459,1;1072,95;0,0500;536,48;2008;4100806;16377,88; SECA
Ubiratã;PR;Soja;34;2966;2076,2;0,70;35953,86;1969,64;0,0548;984,82;2008;4128005;20796,93; SECA
São Mateus do Sul;PR;Milho 1ª safra;90;7045;3522,5;0,50;146074,86;3921,79;0,0268;1960,9;2008;4125605;8423,81; SECA
Erebango;RS;Milho 1ª safra;130;5060;2530;0,50;152284;11553,72;0,0759;5776,86;2008;4306973;1203,82; SECA
Itambé;PR;Soja;16;2766;1659,6;0,60;18831,55;1166,73;0,0620;583,37;2008;4111100;14155,96; SECA
Brejinho de Nazaré;TO;Soja;73;2277;1138,5;0,50;87250,33;3926,26;0,0450;1963,13;2008;1703701;25301,47; SECA
Itambé;PR;Soja;49;2602;1301;0,50;51815,52;1574,3;0,0304;787,15;2008;4111100;13467,36; SECA
Tupãssi;PR;Soja;12;3024;2116,8;0,70;13294,12;751,4;0,0565;375,7;2008;4127957;4734,07; SECA
Assis Chateaubriand;PR;Soja;13;2706;1894,2;0,70;14955,88;845,33;0,0565;422,67;2008;4102000;7517,08; SECA
Fernandes Pinheiro;PR;Milho 1ª safra;13;5600;2800;0,50;20524,75;551,04;0,0268;275,52;2008;4107736;5916,17; SECA
São Miguel do Iguaçu;PR;Soja;28;2950;1770;0,60;31568,63;1715,68;0,0543;857,84;2008;4125704;9452,74; SECA
Palmeira;PR;Milho 1ª safra;25;6183;4328,1;0,70;43898,06;2228,3;0,0508;1114,15;2008;4117701;6723,68; SECA
Atalaia;PR;Soja;73;2283;1369,8;0,60;68051,43;4815,37;0,0708;2407,69;2008;4102208;8328,27; SECA
Assis Chateaubriand;PR;Soja;116;2706;1894,2;0,70;116900;6607,39;0,0565;3303,7;2008;4102000;64864,56; SECA
Assis Chateaubriand;PR;Soja;55;2706;1894,2;0,70;55808,82;3154,41;0,0565;1577,21;2008;4102000;24452,68; SECA
Três Barras do Paraná;PR;Milho 1ª safra;72;2402;1681,4;0,70;60180,32;982,27;0,0163;491,14;2008;4127858;4826,19; SECA
Iguaraçu;PR;Soja;35;6565;3282,5;0,50;63463,05;8195,08;0,1291;4097,54;2008;4110003;87523,95; GRANIZO
Correntina;BA;Soja;365;2270;1475,5;0,65;346020;30765,69;0,0889;15382,85;2008;2909307;91471,79; SECA
São Jorge do Ivaí;PR;Soja;36;2650;1590;0,60;29926,01;2481,9;0,0829;1240,95;2008;4125308;15730,77; SECA
Itapejara d'Oeste;PR;Milho 1ª safra;29;2459;1721,3;0,70;29522;1252,16;0,0424;626,08;2008;4111209;9765,23; SECA
Itapejara d'Oeste;PR;Milho 1ª safra;41;6404;4162,6;0,65;59317,91;2617,72;0,0441;1308,86;2008;4111209;45863,93; SECA
São Lourenço do Oeste;SC;Soja;186;2152;1076;0,50;160278,06;9181,14;0,0573;4590,57;2008;4216909;32301,47; GRANIZO
Pato Branco;PR;Milho 1ª safra;21;7646;4969,9;0,65;34838,61;1537,44;0,0441;768,72;2008;4118501;2294,97; SECA
Francisco Alves;PR;Soja;67;2632;1579,2;0,60;68632,79;5274,28;0,0768;2637,14;2008;4108320;25172,31; SECA
São Pedro do Iguaçu;PR;Soja;26;3098;2168,6;0,70;26147,58;1477,9;0,0565;738,95;2008;4125753;6281,27; SECA
Toledo;PR;Milho 2ª safra;100;2946;1620,3;0,55;80000;8373,91;0,1047;5024,35;2008;4127700;29962,89; GEADA
Toledo;PR;Soja;110;3054;2137,8;0,70;105600;5968,69;0,0565;2984,35;2008;4127700;41295,72; SECA
Palotina;PR;Soja;170;2819;1973,3;0,70;167500,22;10996,75;0,0657;5498,38;2008;4117909;42892,22; SECA
Toledo;PR;Soja;92;2730;1911;0,70;107481,76;8936,36;0,0831;4468,18;2008;4127700;19900,79; SECA
Toledo;PR;Milho 1ª safra;55;6299;3149,5;0,50;52941,18;1641,01;0,0310;820,51;2008;4127700;9936,52; SECA
São José do Cedro;SC;Milho 1ª safra;33;4132;2066;0,50;58160,52;4324,1;0,0743;2162,05;2008;4216701;44638,20; SECA
Assis Chateaubriand;PR;Soja;64;2706;1894,2;0,70;65684,7;3712,61;0,0565;1856,31;2008;4102000;45226,29; SECA
São Pedro do Ivaí;PR;Soja;117;1923;961,5;0,50;99414,9;2136,63;0,0215;1068,32;2008;4125803;20794,38; SECA
São Pedro do Ivaí;PR;Soja;23;2854;1997,8;0,70;26240,24;1394,72;0,0532;697,36;2008;4125803;3121,22; SECA
Bom Sucesso;PR;Milho 1ª safra;35;6028;3918,2;0,65;42342,83;1744,34;0,0412;872,17;2008;4103206;3539,61; SECA
Ciríaco;RS;Soja;200;2199;1099,5;0,50;182860;12203,91;0,0667;6101,96;2008;4305504;130,97; SECA
Ubiratã;PR;Soja;32;2966;2076,2;0,70;33825,66;1853,05;0,0548;926,53;2008;4128005;15707,84; SECA
Chopinzinho;PR;Milho 1ª safra;32;5195;3376,75;0,65;53048,66;2341,06;0,0441;1170,53;2008;4105409;18125,38; SECA
Fernandes Pinheiro;PR;Milho 1ª safra;97;5600;2800;0,50;150167,64;4031,67;0,0268;2015,84;2008;4107736;133589,13; SECA
São José das Palmeiras;PR;Soja;35;4600;2990;0,65;49916,55;4820,28;0,0966;2410,14;2008;4125456;15039,81; SECA
Entre Rios do Oeste;PR;Milho 1ª safra;96;2942;1765,2;0,60;99641,32;1764,02;0,0177;882,01;2008;4107538;9906,91; SECA
Três Barras do Paraná;PR;Soja;15;2857;1999,9;0,70;15863,1;896,61;0,0565;448,31;2008;4127858;4441,10; SECA
São Pedro do Ivaí;PR;Soja;153;2450;1347,5;0,55;155000;2487,05;0,0160;1243,53;2008;4125803;11572,81; SECA
Terra Roxa;PR;Milho 1ª safra;72;6500;3900;0,60;103993,4;3571,94;0,0343;1785,97;2008;4127403;33797,71; SECA
Terra Roxa;PR;Soja;366;2280;1596;0,70;392140,34;2679,81;0,0068;1339,91;2008;4127403;14750,41; SECA
Aral Moreira;MS;Soja;150;2500;1500;0,60;159557;9139,84;0,0573;4569,92;2008;5001243;51684,34; SECA
Santa Izabel do Oeste;PR;Milho 1ª safra;19;5510;3306;0,60;25648,67;833,58;0,0325;416,79;2008;4123808;15562,99; SECA
Santa Izabel do Oeste;PR;Soja;45;2620;1834;0,70;40692,6;4170,99;0,1025;2085,5;2008;4123808;23346,52; SECA
São Miguel do Iguaçu;PR;Soja;58;2950;1770;0,60;62918,46;3419,48;0,0543;1709,74;2008;4125704;11477,29; SECA
Faxinal;PR;Soja;142;2866;2006,2;0,70;146825,16;8554,16;0,0583;4277,08;2008;4107603;28180,93; GRANIZO
Formosa do Rio Preto;BA;Soja;400;2280;1140;0,50;461888;27010,4;0,0585;13505,2;2008;2911105;75241,56; SECA
Luiziana;PR;Milho 1ª safra;16;7819;5082,35;0,65;28657,37;1264,66;0,0441;632,33;2008;4113734;11234,02; GRANIZO
Janiópolis;PR;Soja;180;2650;1325;0,50;195539,4;2646,78;0,0135;1323,39;2008;4112207;39649,03; SECA
Cascavel;PR;Soja;42;2893;2025,1;0,70;43260;2520,36;0,0583;1260,18;2008;4104808;15719,16; SECA
Tupãssi;PR;Soja;25;3024;2116,8;0,70;25750;1455,43;0,0565;727,72;2008;4127957;10665,91; SECA
Itambé;PR;Soja;26;2766;1659,6;0,60;28395,49;1759,28;0,0620;879,64;2008;4111100;5808,57; SECA
Pato Branco;PR;Milho 1ª safra;67;7646;3823;0,50;120935;3246,84;0,0268;1623,42;2008;4118501;11900,26; SECA
Itapejara d'Oeste;PR;Milho 1ª safra;106;2300;1610;0,70;125778,54;463,52;0,0037;231,76;2008;4111209;6423,22; SECA
Francisco Beltrão;PR;Soja;14;2640;1848;0,70;14527,06;726,35;0,0500;363,18;2008;4108403;10085,55; SECA
Cafelândia;PR;Soja;24;2988;2091,6;0,70;16752;975,98;0,0583;487,99;2008;4103453;7414,36; SECA
Cafelândia;PR;Milho 1ª safra;12;7533;4896,45;0,65;13517,34;483,4;0,0358;241,7;2008;4103453;3220,13; SECA
Assis Chateaubriand;PR;Soja;48;2706;1894,2;0,70;39456,77;2230,16;0,0565;1115,08;2008;4102000;27312,62; SECA
Itaipulândia;PR;Soja;208;2958;2070,6;0,70;215599,68;12186,06;0,0565;6093,03;2008;4110953;91096,28; SECA
Júlio de Castilhos;RS;Milho 1ª safra;18;3531;1765,5;0,50;20351,62;1417,97;0,0697;708,99;2008;4311205;20009,61; SECA
Ivatuba;PR;Soja;65;3006;2104,2;0,70;68600,49;3996,72;0,0583;1998,36;2008;4111605;27037,17; SECA
Chopinzinho;PR;Milho 1ª safra;22;5195;3376,75;0,65;39722,32;1752,96;0,0441;876,48;2008;4105409;8118,56; SECA
Cafelândia;PR;Milho 1ª safra;7;8384;5449,6;0,65;11295,37;403,93;0,0358;201,97;2008;4103453;8026,71; SECA
Medianeira;PR;Soja;46;3150;2205;0,70;51519,82;2911,98;0,0565;1455,99;2008;4115804;18262,92; SECA
São Jorge do Ivaí;PR;Soja;222;3280;1640;0,50;248877,54;2900,21;0,0117;1450,11;2008;4125308;20164,97; SECA
São Jorge do Ivaí;PR;Soja;75;6000;3000;0,50;135992,25;7403,53;0,0544;3701,77;2008;4125308;62828,29; SECA
São Jorge do Ivaí;PR;Milho 1ª safra;84;6280;3768;0,60;111439,85;4857,32;0,0436;2428,66;2008;4125308;37437,79; SECA
São Jorge do Ivaí;PR;Soja;72;2650;1590;0,60;77181,98;6401,07;0,0829;3200,54;2008;4125308;33053,97; SECA
Peabiru;PR;Soja;85;1978;989;0,50;78373,56;1947,91;0,0249;973,96;2008;4118808;4572,49; SECA
Assis Chateaubriand;PR;Soja;27;2706;1894,2;0,70;27264,71;1541,04;0,0565;770,52;2008;4102000;15677,65; SECA
Peabiru;PR;Milho 1ª safra;13;6640;3984;0,60;18751,22;609,41;0,0325;304,71;2008;4118808;8911,84; SECA
Fênix;PR;Soja;60;2866;2006,2;0,70;67951,46;3958,91;0,0583;1979,46;2008;4107702;41091,80; SECA
Assis Chateaubriand;PR;Soja;37;2706;1894,2;0,70;36981,88;2090,28;0,0565;1045,14;2008;4102000;24802,83; SECA
Paula Freitas;PR;Milho 1ª safra;33;7182;5027,4;0,70;58435,55;2966,23;0,0508;1483,12;2008;4118600;8350,26; SECA
São João do Ivaí;PR;Soja;25;3050;2135;0,70;23899,5;1270,31;0,0532;635,16;2008;4125001;6347,08; SECA
Ponta Grossa;PR;Milho 1ª safra;12;7854;5497,8;0,70;21806,6;1106,92;0,0508;553,46;2008;4119905;20365,11; SECA
Guaraniaçu;PR;Soja;7;6500;3250;0,50;11692,2;793,48;0,0679;396,74;2008;4109302;13367,05; SECA
Vera Cruz do Oeste;PR;Soja;14;2866;2006,2;0,70;14028,45;792,91;0,0565;396,46;2008;4128559;7267,06; SECA
Medianeira;PR;Soja;149;3150;2205;0,70;141956,01;8023,6;0,0565;4011,8;2008;4115804;54670,31; SECA
Vera Cruz do Oeste;PR;Soja;29;2866;2006,2;0,70;29280,54;1654,98;0,0565;827,49;2008;4128559;16567,77; SECA
Santa Helena;PR;Soja;57;2690;1883;0,70;50309,4;3297,45;0,0655;1648,73;2008;4123501;14774,88; SECA
Santa Helena;PR;Soja;12;2596;1817,2;0,70;12635,58;7460,31;0,5904;3730,16;2008;4123501;51046,68; SECA
Nova Santa Rosa;PR;Soja;161;3107;2174,9;0,70;161000;10185;0,0633;5092,5;2008;4117222;37018,62; SECA
Nova Santa Rosa;PR;Milho 2ª safra;183;3103;1706,65;0,55;146400;15324,26;0,1047;9194,56;2008;4117222;3733,79; GEADA
São Miguel do Iguaçu;PR;Soja;20;5060;2530;0,50;30183,37;1469,56;0,0487;734,78;2008;4125704;10235,42; SECA
Formosa do Rio Preto;BA;Soja;55;2280;1596;0,70;63129;6628,54;0,1050;3314,27;2008;2911105;31929,27; SECA
Santa Terezinha de Itaipu;PR;Soja;24;2822;1693,2;0,60;27830,03;1917,85;0,0689;958,93;2008;4124053;18577,00; SECA
Santa Mariana;PR;Soja;12;2317;1506,05;0,65;11585,45;579,27;0,0500;289,64;2008;4123907;4438,99; SECA
Dourados;MS;Soja;30;2350;1175;0,50;32377,2;1618,86;0,0500;809,43;2008;5003702;15232,44; SECA
Palmeira;PR;Soja;19;2838;1419;0,50;21637,51;604,43;0,0279;302,22;2008;4117701;4596,10; SECA
São Pedro do Iguaçu;PR;Milho 1ª safra;22;2596;1817,2;0,70;23214,24;887,73;0,0382;443,87;2008;4125753;8102,78; SECA
Toledo;PR;Soja;33;3054;2137,8;0,70;33989,96;1921,17;0,0565;960,59;2008;4127700;19915,98; SECA
Lapa;PR;Milho 1ª safra;48;5500;3575;0,65;83102,8;3667,36;0,0441;1833,68;2008;4113205;64087,95; SECA
Lapa;PR;Soja;117;2750;1925;0,70;108744,64;5437,23;0,0500;2718,62;2008;4113205;25773,82; SECA
Cambé;PR;Soja;19;6755;3377,5;0,50;35463,5;3146,73;0,0887;1573,37;2008;4103701;8742,19; SECA
Araçatuba;SP;Soja;108;2850;1852,5;0,65;124219,78;9316,48;0,0750;4658,24;2008;3502804;24635,51; SECA
Sidrolândia;MS;Milho 1ª safra;74;2324;1394,4;0,60;58225,3;5671,64;0,0974;2835,82;2008;5007901;71102,88; SECA
Ouro Verde do Oeste;PR;Soja;22;2852;1996,4;0,70;21318;1204,93;0,0565;602,47;2008;4117453;3496,44; SECA
Toledo;PR;Milho 2ª safra;19;2946;1620,3;0,55;15460,13;1618,27;0,1047;970,96;2008;4127700;6823,04; GEADA
